Protein_Id	GO:1990234	GO:1903561	GO:0005740	GO:0070013	GO:0005789
Q99549	0	0	0	1	0
P37231	0	0	0	1	0
Q14103	0	0	0	1	0
Q9Y2V3	0	0	0	1	0
P0C2W1	1	0	0	0	0
Q9H237	0	0	0	0	1
P30048	0	0	0	1	0
P36776	0	0	0	1	0
Q9BV47	0	1	0	1	0
Q6IAA8	0	1	0	0	0
O43895	0	1	0	0	0
Q8NE86	0	0	1	0	0
Q01101	0	0	0	1	0
P49810	0	0	1	0	0
P53609	1	0	0	0	0
P54132	0	0	0	1	0
Q86T03	0	0	0	1	0
P53618	0	0	0	0	1
Q05193	0	1	0	1	0
Q5T440	0	0	0	1	0
P02511	0	1	0	1	0
Q10588	0	1	0	0	0
Q15327	0	0	0	1	0
Q16559	0	0	0	1	0
P27658	0	0	0	1	0
P29144	0	0	0	1	0
Q8TDL5	0	1	0	0	0
Q5M775	0	0	0	1	0
Q9Y3A5	0	0	0	1	0
Q8TC41	1	0	0	0	0
Q86WA6	0	0	1	0	0
Q86T24	0	0	0	1	0
Q96IQ9	0	0	0	1	0
Q17RW2	0	0	0	1	0
Q76LX8	0	0	0	1	0
Q9H9G7	0	0	0	1	0
P11055	0	1	0	0	0
Q93063	0	1	0	0	1
P02008	0	1	0	0	0
Q12950	0	0	0	1	0
Q96FN5	0	1	0	0	0
Q32P28	0	1	0	1	0
O43505	0	1	0	0	0
Q9Y574	1	0	0	0	0
Q16787	0	1	0	0	0
P05198	0	1	0	0	0
Q9NZI5	0	0	0	1	0
Q9Y6B2	0	0	0	1	0
Q9UKK6	0	0	0	1	0
Q13508	0	1	0	0	0
Q14541	0	0	0	1	0
Q8IZU1	0	0	0	1	0
Q52LR7	1	0	0	1	0
P54098	1	0	0	1	0
Q16630	0	0	0	1	0
Q9UJX4	1	0	0	1	0
Q8WXI4	0	1	0	0	0
P51970	0	0	1	1	0
Q9BQ48	0	0	1	1	0
Q9UK39	0	0	0	1	0
Q13637	0	0	1	1	0
H0YL14	0	0	0	1	0
Q9BUM1	0	0	0	0	1
P19823	0	1	0	1	0
Q96GC5	0	0	1	1	0
P61371	0	0	0	1	0
P51148	0	1	0	0	0
P78414	0	0	0	1	0
P42338	1	0	0	1	0
Q9UG01	0	1	0	0	0
Q13347	0	1	0	0	0
Q8WUB8	1	0	0	1	0
O75629	0	1	0	1	0
P38398	1	0	0	1	0
Q96AP0	0	0	0	1	0
Q9BX46	0	0	0	1	0
O96019	1	0	0	1	0
Q9BRA0	1	0	0	1	0
Q14209	0	0	0	1	0
Q9P287	1	0	0	1	0
P20138	0	0	0	1	0
O00329	1	0	0	0	0
Q92793	0	0	0	1	0
Q92613	1	0	0	1	0
P25325	0	1	0	1	0
P14735	0	1	0	1	0
Q96M93	0	0	0	1	0
Q9NQ88	0	0	1	0	0
Q9NZC9	0	0	0	1	0
O75830	0	1	0	0	0
Q6P1N0	0	1	0	1	0
Q9Y255	0	0	1	1	0
Q15427	0	0	0	1	0
Q9BPX5	0	1	0	0	0
Q9BV86	0	0	0	1	0
Q13156	0	0	0	1	0
Q6PI77	0	1	0	1	0
O43684	0	0	0	1	0
O00748	0	0	0	1	0
Q8NHV4	0	0	0	1	0
Q93084	0	0	0	0	1
O94972	1	0	0	1	0
Q96IV6	0	0	0	0	1
Q96RR1	0	0	0	1	0
O75935	0	0	0	1	0
Q13485	0	0	0	1	0
Q9Y3A4	0	0	0	1	0
Q9UGP4	0	0	0	1	0
P68371	0	1	0	1	0
Q49AN0	0	0	0	1	0
Q92988	0	0	0	1	0
P34896	0	1	0	1	0
P06239	0	1	0	0	0
Q99811	0	0	0	1	0
P23470	0	1	0	0	0
P28698	0	0	0	1	0
P53420	0	0	0	1	0
P50135	0	1	0	1	0
Q9BSW2	0	0	0	1	0
P22674	1	0	0	0	0
Q5T7V8	0	0	0	1	0
Q9UP65	0	0	0	1	1
Q8N720	0	0	0	1	0
Q9Y6W6	0	0	0	1	0
Q9BW71	0	0	0	1	0
P04792	0	1	0	0	0
Q01851	0	0	0	1	0
P23434	0	0	0	1	0
P28328	1	0	0	1	0
Q5TC79	0	0	0	1	0
Q7Z4H7	0	0	0	1	0
Q8NDV3	0	0	0	1	0
Q99424	0	0	0	1	0
P06401	0	0	0	1	0
Q8N5G2	0	0	0	0	1
Q6UXI9	0	1	0	0	0
O95453	0	0	0	1	0
P17861	0	0	0	1	1
Q9P1Z9	0	1	0	0	0
Q93009	0	0	0	1	0
O75832	0	0	0	1	0
P78345	0	0	0	1	0
P51531	0	0	0	1	0
O75525	0	0	0	1	0
Q9NZ32	0	0	0	1	0
Q00577	0	0	0	1	0
Q14191	0	0	0	1	0
Q9Y2W1	0	1	0	1	0
P50458	0	0	0	1	0
P07737	0	1	0	0	0
P10620	0	0	0	0	1
P17706	0	0	0	1	0
P35247	0	0	0	0	1
Q9NX55	0	0	0	1	0
Q15291	1	0	0	1	0
Q8TAA3	0	1	0	0	0
O95562	0	1	0	0	0
Q13501	0	1	0	1	0
Q96HI0	0	0	0	1	0
P42702	0	1	0	0	0
Q9UQ26	0	1	0	0	0
O15353	0	0	0	1	0
Q13882	0	0	0	1	0
Q9Y297	1	0	0	1	0
Q9BRR9	0	0	0	1	0
Q9BWD1	0	1	0	1	0
P30041	0	1	0	1	0
P78371	0	1	0	1	0
Q96PE7	0	0	0	1	0
Q9UPU9	0	0	0	1	0
Q8TD30	0	0	0	1	0
P19099	0	0	1	0	0
Q8WTX9	0	1	0	0	0
O43318	1	0	0	1	0
Q9H8M9	0	0	0	1	0
Q16822	0	0	0	1	0
Q9NYU1	0	0	0	1	0
Q96QZ7	0	0	0	1	0
Q8TBX8	0	1	0	0	0
Q6NUS8	0	0	0	0	1
Q15119	0	0	0	1	0
Q92570	0	0	0	1	0
Q99697	0	0	0	1	0
Q96SQ9	0	0	0	0	1
O15503	0	0	0	0	1
O75487	0	1	0	1	0
Q70EL4	0	0	0	1	0
Q9UBP0	0	1	0	1	0
P16150	0	1	0	0	0
P48556	0	0	0	1	0
Q99527	0	0	1	0	0
Q96RK0	0	0	0	1	0
Q8IXJ6	0	0	0	1	0
Q92997	0	0	0	1	0
P60602	0	0	1	0	0
O95992	0	0	0	0	1
Q8TC84	0	0	0	1	0
O15524	1	0	0	1	0
O60762	1	0	0	0	1
Q92542	0	1	0	0	0
P11182	0	0	0	1	0
Q92552	0	0	1	1	0
P11678	0	1	0	1	0
Q9NXF1	1	0	0	1	0
P35443	0	1	0	0	0
P46940	0	1	0	0	0
O94766	0	1	0	0	0
P25788	0	1	0	1	0
Q9UJQ4	0	0	0	1	0
O75586	0	0	0	1	0
Q9UJX2	1	0	0	1	0
Q6ZWT7	0	0	0	0	1
Q14344	0	1	0	0	0
Q15075	0	1	0	0	0
Q99623	0	0	1	1	0
O95070	0	0	0	0	1
Q8TAF3	0	0	0	1	0
Q9BXF6	0	0	1	0	0
Q2T9J0	0	0	0	1	0
P40855	0	0	0	1	0
Q9UEF7	0	1	0	0	0
O00533	0	1	0	0	0
Q7Z6B0	0	0	0	1	0
Q8TCJ0	1	0	0	0	0
Q96MF2	0	0	0	1	0
Q96PZ2	0	0	0	1	0
Q12929	0	1	0	0	0
Q5T653	0	0	1	1	0
Q15843	0	1	0	1	0
Q07864	1	0	0	1	0
P57075	0	1	0	1	0
P0DP23	0	0	0	1	0
O75362	0	0	0	1	0
Q05923	0	0	0	1	0
Q147X3	1	0	0	0	0
P21217	0	1	0	0	0
P31513	0	0	0	0	1
Q8WUA4	0	0	0	1	0
Q9UKG9	0	0	0	1	0
Q15907	0	1	0	0	0
Q86XK3	0	0	0	1	0
P10636	0	0	0	1	0
Q9H2F3	0	0	0	0	1
P49281	0	1	0	0	0
Q5TAX3	0	1	0	1	0
Q9NZM4	0	0	0	1	0
Q5RI15	0	0	1	0	0
Q9BRS2	1	0	0	1	0
Q96MM3	0	0	0	1	0
Q9NX58	0	0	0	1	0
O43524	0	0	1	1	0
Q9Y4R8	0	0	0	1	0
Q16828	0	0	0	1	0
Q92521	0	0	0	0	1
P05543	0	1	0	0	0
P49961	0	1	0	0	0
Q9NX14	0	0	1	0	0
P13674	0	0	0	1	0
O14543	1	0	0	0	0
Q53F39	0	0	0	1	0
O75717	0	0	0	1	0
P05496	0	0	1	0	0
P17844	0	1	0	1	0
Q16518	0	0	0	0	1
Q6PI98	1	0	0	1	0
P16118	1	0	0	0	0
P13987	0	1	0	0	1
Q9Y6E7	0	0	0	1	0
Q15759	0	0	0	1	0
Q6ZN30	0	0	0	1	0
P81605	0	1	0	0	0
Q7LBE3	0	1	0	0	0
P11388	0	0	0	1	0
Q9NRX1	0	0	0	1	0
O75317	0	0	0	1	0
O43865	0	1	0	0	1
P30530	0	1	0	0	0
Q8N2U0	0	1	0	0	0
Q9NSB2	0	1	0	0	0
P05166	0	0	0	1	0
Q12972	0	0	0	1	0
Q9UGP8	0	0	0	0	1
P35613	0	1	0	0	0
Q56A73	0	0	0	1	0
P02790	0	1	0	1	0
Q9UNP9	0	0	0	1	0
Q14692	0	0	0	1	0
Q9Y6A9	0	0	0	0	1
P37059	0	0	0	0	1
Q92626	0	1	0	0	0
Q9UJY1	0	0	0	1	0
P35713	0	0	0	1	0
O14684	0	0	0	0	1
Q6YHU6	0	0	0	0	1
O15460	0	0	0	1	0
Q0VG99	0	0	0	1	0
Q9UBE8	0	0	0	1	0
P40189	0	1	0	0	0
Q8N394	0	0	0	0	1
Q9Y2Q9	0	0	1	1	0
Q92664	0	0	0	1	0
Q9H7Z7	0	0	0	1	0
Q9BRR0	0	0	0	1	0
Q659A1	0	0	0	1	0
P35270	0	1	0	1	0
Q6ZTZ1	0	0	0	1	0
O76024	0	0	0	1	1
O95292	0	0	0	0	1
P18510	0	1	0	0	0
P46109	0	0	0	1	0
P62079	0	0	0	1	0
Q6IQ23	0	1	0	1	0
Q13487	0	0	0	1	0
O60493	0	1	0	0	0
P55263	0	0	0	1	0
Q01844	0	0	0	1	0
Q9NZH6	0	0	0	1	0
P21281	0	1	0	0	0
P27144	0	0	0	1	0
O15047	1	0	0	1	0
Q9H3S5	0	0	0	0	1
P43034	0	1	0	0	0
Q9H9B1	0	0	0	1	0
Q9P2R7	0	1	0	1	0
Q08AE8	0	0	0	1	0
Q03112	0	0	0	1	0
Q9BVS4	0	0	0	1	0
O95881	0	0	0	1	0
Q6NUI2	0	0	1	0	0
O94855	0	0	0	0	1
P10721	0	0	0	1	0
Q15906	0	0	0	1	0
Q96KP4	0	1	0	1	0
O60828	0	0	0	1	0
P55039	0	0	0	1	0
P56159	0	1	0	0	0
Q13421	0	0	0	1	0
Q8N5J2	0	0	0	1	0
P51991	0	0	0	1	0
Q96GN5	0	0	0	1	0
Q5JPE7	0	0	0	0	1
Q8NBZ7	0	1	0	0	0
P0DPB5	0	0	0	1	0
Q8IXJ9	0	0	0	1	0
Q9UIV8	0	1	0	1	0
Q9H4Y5	0	1	0	0	0
P61224	0	1	0	0	0
Q8IVL5	0	0	0	1	0
Q8NHP8	0	1	0	0	0
Q8ND90	0	0	0	1	0
Q9P2M4	0	0	0	1	0
Q8N531	1	0	0	0	0
Q8NA42	0	0	0	1	0
Q14149	0	0	0	1	0
P22570	0	0	0	1	0
Q14765	0	0	0	1	0
Q7L8L6	0	0	0	1	0
Q9Y6F1	0	0	0	1	0
Q5VYK3	0	0	0	1	0
Q06546	0	0	0	1	0
Q9NP78	0	0	0	0	1
Q9UJU5	0	0	0	1	0
P15918	0	0	0	1	0
Q8IYA8	0	0	0	1	0
O00221	0	0	0	1	0
Q6XQN6	0	1	0	1	0
A1L190	0	0	0	1	0
Q13183	0	1	0	0	0
Q04725	0	0	0	1	0
Q14624	0	1	0	1	0
Q96IY1	0	0	0	1	0
P28358	0	0	0	1	0
Q07065	0	1	0	1	0
P23769	0	0	0	1	0
Q9H4E5	0	1	0	0	0
Q96TC7	0	0	1	0	0
P43363	0	0	0	1	0
Q13835	0	0	0	1	0
P32418	0	0	0	1	0
P09327	0	1	0	0	0
Q15004	0	0	0	1	0
O14893	0	0	0	1	0
Q8NBI2	0	0	0	1	0
Q9BZG1	0	1	0	0	0
P10619	0	1	0	1	0
Q92817	0	1	0	0	0
Q99687	0	0	0	1	0
Q8TDQ0	0	0	0	1	0
Q8N8R7	0	0	0	1	0
Q9UGU0	0	0	0	1	0
Q9P2E9	0	0	0	0	1
Q6FI81	0	0	0	1	0
Q9BXY0	0	0	0	1	0
Q13769	0	0	0	1	0
Q9BZG8	0	0	0	1	0
P06727	0	1	0	1	0
Q5JTC6	0	0	0	1	0
Q12768	0	0	0	1	0
O60260	1	0	0	1	0
Q86VM9	0	0	0	1	0
Q9BQ90	0	0	0	1	0
Q92800	1	0	0	1	0
Q6ZWJ1	0	1	0	0	0
Q9NP79	0	1	0	1	0
Q96GY3	0	0	0	1	0
P02679	0	1	0	1	0
P27540	0	0	0	1	0
P78424	0	0	0	1	0
Q03060	0	0	0	1	0
Q9UHQ9	0	1	0	0	1
P28074	0	1	0	1	0
Q9BYZ2	0	0	0	1	0
Q9Y458	0	0	0	1	0
Q12874	0	0	0	1	0
O95251	1	0	0	1	0
P02750	0	1	0	1	0
P11279	0	1	0	0	0
Q13509	0	1	0	0	0
P37088	0	1	0	0	0
O76075	0	0	0	1	0
Q04941	0	0	0	0	1
P15104	0	1	0	0	0
P01215	0	0	0	1	0
P27708	0	1	0	1	0
Q5T8D3	0	0	0	1	0
P11310	0	0	1	1	0
Q9BY32	0	0	0	1	0
O15164	0	0	0	1	0
Q5H9F3	0	0	0	1	0
O14737	0	1	0	0	0
P82912	0	0	1	1	0
Q7Z417	0	0	0	1	0
Q8NFT6	0	0	0	1	0
P01009	0	1	0	1	0
Q8N139	0	0	0	1	0
P57103	0	0	1	0	1
O95409	0	0	0	1	0
Q96IW7	0	0	0	0	1
Q16829	0	0	0	1	0
Q9P2W9	0	0	0	0	1
Q5VTD9	0	0	0	1	0
P19022	0	0	0	1	0
O43581	0	1	0	0	0
O43889	0	0	0	1	0
Q8IWV7	1	0	0	0	0
P02748	0	1	0	0	0
Q9UKC9	1	0	0	0	0
P36551	0	0	1	1	0
Q8WXB1	0	0	0	1	0
O95398	0	1	0	0	0
Q9NXI6	0	0	0	0	1
Q5TA31	0	0	0	1	0
Q9Y5K5	0	0	0	1	0
Q8IUD2	1	0	0	0	0
P05121	0	1	0	1	0
P02452	0	0	0	1	0
Q9NQR1	0	0	0	1	0
O43663	0	0	0	1	0
P23142	0	1	0	0	0
Q8NHY5	0	0	0	1	0
P26373	0	0	0	1	0
Q9UHN1	1	0	0	1	0
P36871	0	1	0	1	0
P30043	0	1	0	1	0
O15550	1	0	0	1	0
P98082	0	0	0	1	0
Q8NE22	0	0	0	1	0
P14210	0	0	0	1	0
Q92617	0	0	0	1	0
Q12952	0	0	0	1	0
Q6PIU2	0	0	0	0	1
Q13510	0	1	0	1	0
P15291	0	1	0	0	0
Q96LT9	0	0	0	1	0
Q86W54	0	0	0	1	0
O43488	0	1	0	0	0
P50553	0	0	0	1	0
Q7Z6R9	0	0	0	1	0
P20701	0	1	0	0	0
P27544	0	0	0	0	1
Q9NRG4	0	0	0	1	0
Q6PIF2	0	0	0	1	0
Q9NPD8	0	0	0	1	0
O95674	0	0	1	0	1
P49336	0	0	0	1	0
Q16772	0	1	0	0	0
Q96CD0	1	0	0	0	0
Q9Y6V7	0	0	0	1	0
O14494	0	1	0	0	0
P20700	0	0	0	1	0
P23378	0	0	0	1	0
P31483	0	0	0	1	0
Q7Z406	0	1	0	0	0
P31146	0	1	0	0	0
Q96DT7	0	0	0	1	0
Q92643	0	0	0	0	1
Q92925	0	0	0	1	0
P15153	0	1	0	0	0
Q12988	0	0	0	1	0
Q6PID8	0	0	0	1	0
Q15011	0	0	0	0	1
Q16512	0	0	0	1	0
Q07817	0	0	1	0	0
P84085	0	1	0	0	0
Q9Y6W3	0	1	0	0	0
P04085	0	0	0	1	0
O43920	0	0	1	0	0
Q8NF64	0	0	0	1	0
P22557	0	0	1	1	0
P63092	0	1	0	0	0
Q96MK3	0	1	0	0	0
P54793	0	1	0	1	0
Q9NRK6	0	0	1	0	0
Q13761	0	0	0	1	0
Q9Y3E7	0	1	0	0	0
Q8N9F7	0	0	0	0	1
P51798	0	0	0	1	0
Q92979	0	0	0	1	0
P20073	0	1	0	0	1
P38571	0	0	0	1	0
Q9Y4I1	0	1	0	0	0
O95168	0	0	1	0	0
Q494U1	0	0	1	0	0
Q8WWV3	0	0	1	0	0
Q9NPC7	0	0	0	1	0
Q7L5A8	0	0	0	0	1
Q92630	1	0	0	1	0
O00468	0	1	0	1	0
O60244	0	0	0	1	0
Q96IY4	0	1	0	0	0
O00512	0	0	0	1	0
Q8N4V1	0	0	0	0	1
Q969P6	0	0	0	1	0
O95229	0	0	0	1	0
Q14008	0	0	0	1	0
Q16589	1	0	0	0	0
P10242	0	0	0	1	0
P83436	0	0	0	1	0
O95352	0	0	0	1	0
Q9H5V7	0	0	0	1	0
Q5T0D9	0	1	0	0	0
P42229	0	0	0	1	0
Q9UDW1	0	0	1	0	0
Q92797	0	0	0	1	0
Q9BZK7	0	0	0	1	0
Q10471	0	0	0	0	1
Q99717	0	0	0	1	0
P21399	0	1	0	0	0
Q3KRA9	0	0	0	1	0
Q8WYP5	0	1	0	0	0
P15880	0	1	0	1	0
Q9UQE7	0	0	0	1	0
Q9NQB0	0	0	0	1	0
P80108	0	1	0	0	0
Q12905	0	0	0	1	0
Q96S52	0	0	0	0	1
Q16661	0	1	0	0	0
P10632	0	0	0	0	1
Q86YT5	0	0	0	1	0
Q6PJG6	0	0	0	1	0
O14757	0	0	0	1	0
P62280	0	1	0	1	0
Q7Z3Z0	0	1	0	0	0
P07358	0	1	0	0	0
Q02880	0	0	0	1	0
P80723	0	1	0	1	0
P52597	0	0	0	1	0
Q9UDY2	0	0	0	1	0
Q13495	0	0	0	1	0
P02760	0	1	0	0	0
Q8WTV1	0	0	0	1	0
Q99608	0	0	0	1	0
Q8TDN7	0	0	0	0	1
P51674	0	1	0	0	0
Q8WU68	0	0	0	1	0
Q96JJ6	0	0	0	0	1
Q9UBS4	0	0	0	1	0
Q99959	0	0	0	1	0
Q6VVX0	0	0	0	0	1
Q14094	1	0	0	0	0
O14657	0	1	0	1	0
P62508	0	0	0	1	0
P17483	0	0	0	1	0
Q99743	0	0	0	1	0
Q7Z5K2	0	0	0	1	0
Q969X1	0	1	0	0	0
P20849	0	0	0	1	0
Q96DU3	0	1	0	0	0
Q9NX47	0	0	1	0	1
P09067	0	0	0	1	0
O43301	0	1	0	0	0
P60033	0	1	0	0	0
O14734	0	0	0	1	0
Q9UKP4	0	0	0	1	0
Q8IYA7	0	0	0	1	0
Q6UW63	0	0	0	1	0
Q53GT1	1	0	0	0	0
Q53HC0	0	0	0	1	0
Q15542	1	0	0	1	0
Q96DB2	0	0	0	1	0
Q9ULC6	0	0	0	1	0
Q96BD6	1	0	0	0	0
P09668	0	1	0	1	0
P35558	0	1	0	0	0
P55036	0	0	0	1	0
Q9GZP9	1	0	0	0	1
P11802	1	0	0	1	0
Q8TCT6	0	0	0	0	1
Q8WWC4	0	0	1	1	0
P49842	0	0	0	1	0
Q9NT62	1	0	0	0	0
P08631	0	0	0	1	0
Q13227	0	0	0	1	0
Q12981	0	0	1	0	1
Q08209	0	0	0	1	0
P55769	0	0	0	1	0
P26583	0	0	0	1	0
Q5D862	0	0	0	1	0
Q9H175	0	0	0	1	0
O00571	0	1	0	1	0
P48449	0	0	0	0	1
P61326	0	0	0	1	0
Q8TAE8	0	0	0	1	0
P52945	0	0	0	1	0
O00232	0	1	0	1	0
Q15070	0	0	1	1	0
P13612	0	1	0	0	0
P09001	0	0	1	1	0
Q96T51	0	0	0	1	0
P49184	0	0	0	1	0
Q13148	0	0	0	1	0
Q5XKP0	0	0	1	1	0
O60814	0	0	0	1	0
O00590	0	0	0	1	0
O94979	0	0	0	0	1
P08236	0	1	0	1	0
P32519	0	0	0	1	0
Q14849	0	0	0	1	1
A0AVI4	0	0	0	0	1
Q9NUD9	1	0	0	0	1
Q9UM11	1	0	0	1	0
Q8N158	0	0	0	1	0
Q8N114	0	0	0	1	0
Q86U28	0	0	0	1	0
Q9NR63	0	0	0	0	1
Q96EV8	0	0	0	0	1
Q96ME1	1	0	0	0	0
Q9NW81	1	0	1	0	0
Q9BZD4	0	0	0	1	0
Q6P582	0	0	0	1	0
Q16690	0	0	0	1	0
Q9UMX0	0	0	0	1	0
O75344	0	0	0	1	0
Q9NR34	0	1	0	0	0
Q99536	0	1	0	1	0
Q9BRG1	0	1	0	0	0
P28799	0	1	0	1	0
P11215	0	1	0	0	0
P48382	0	0	0	1	0
O75460	1	0	0	0	1
O60884	0	1	0	0	0
Q92858	0	0	0	1	0
Q99985	0	1	0	0	0
Q92621	0	0	0	1	0
P18887	0	0	0	1	0
P46976	0	0	0	1	0
Q9BUH6	0	0	0	1	0
Q15543	1	0	0	1	0
Q5VT25	0	1	0	0	0
Q8NAM6	0	0	0	1	0
Q9Y5Q3	0	0	0	1	0
Q6ZNH5	0	0	0	1	0
Q9H8Y5	0	0	1	0	0
Q9HD23	0	0	1	0	0
Q96A35	0	0	1	1	0
Q12912	0	0	0	0	1
P22760	0	0	0	0	1
P98095	0	1	0	0	0
Q9ULG1	0	0	0	1	0
P20023	0	1	0	0	0
Q04695	0	1	0	0	0
P14859	0	0	0	1	0
Q96HQ2	0	0	0	1	0
Q9P2K6	1	0	0	0	0
Q8NBZ0	0	0	0	1	0
Q6UWT4	0	1	0	0	0
Q10472	0	0	0	0	1
P13866	0	1	0	0	0
Q9BRQ8	0	0	1	0	0
O94782	0	0	0	1	0
Q92743	0	1	0	0	0
Q53TN4	0	1	0	0	0
Q2M3R5	0	0	0	0	1
P36383	0	0	0	0	1
Q7Z7M0	0	1	0	0	0
Q6UXY1	0	0	0	1	0
Q96EB6	1	0	0	1	0
Q9Y2D1	0	0	0	1	0
Q06124	0	0	0	1	0
Q96S59	1	0	0	0	0
O15228	0	0	1	1	0
Q05707	0	0	0	1	0
O76064	1	0	0	1	0
P46020	1	0	0	0	0
P62906	0	1	0	0	0
Q96E52	0	0	1	0	0
Q9UBW7	0	0	0	1	0
Q8WUA2	0	0	0	1	0
O75398	0	0	0	1	0
P48304	0	1	0	0	0
Q96ST2	0	0	0	1	0
Q8IX21	0	0	0	1	0
P41970	0	0	0	1	0
Q5HYA8	0	0	0	0	1
O60543	0	0	1	0	0
Q9NSE2	1	0	0	0	0
O75121	0	0	0	1	0
Q9BRD0	0	0	0	1	0
P22492	0	0	0	1	0
Q03933	0	0	0	1	0
P35232	0	1	1	1	0
Q15125	0	0	0	0	1
P42025	0	1	0	1	0
Q92541	1	0	0	1	0
Q562F6	0	0	0	1	0
Q8NEM7	1	0	0	1	0
Q13630	0	1	0	0	0
O43255	0	0	0	1	0
Q13794	0	0	1	0	0
P52272	0	1	0	1	0
P09326	0	1	0	0	0
Q12887	0	0	1	1	0
P13010	0	0	0	1	0
Q9Y3D0	0	0	0	1	0
P09012	0	0	0	1	0
Q9NWV8	0	0	0	1	0
P35410	0	0	0	1	0
Q9BWT3	0	0	0	1	0
P54577	0	0	0	1	0
Q6UY14	0	0	0	1	0
Q5HYJ3	0	0	0	1	0
Q96CX3	0	0	0	1	0
Q96SW2	1	0	0	0	0
O15381	0	0	0	1	0
Q15833	0	1	0	0	0
P04628	0	1	0	1	0
P51668	1	0	0	1	0
Q9C086	0	0	0	1	0
O75364	0	0	0	1	0
Q709F0	0	0	1	0	0
Q96CU9	0	0	1	0	0
Q9BV79	0	0	0	1	0
Q9BYT8	0	0	1	1	0
O15382	0	0	0	1	0
Q86YD1	0	0	0	1	0
P41219	0	1	0	0	0
A8MVW5	0	0	0	1	0
Q8TEX9	0	0	0	1	0
Q9BXS6	0	0	0	1	0
Q16520	0	0	0	1	0
O15119	0	0	0	1	0
P63146	1	0	0	1	0
P49356	1	0	0	0	0
Q99217	0	0	0	1	0
Q9Y570	0	0	0	1	0
Q5FYB1	0	0	0	1	0
Q9NQW6	0	0	0	1	0
Q9HC62	0	0	0	1	0
Q9Y4K0	0	0	0	1	0
Q6PCT2	1	0	0	0	0
Q4VCS5	0	0	0	1	0
Q8N3Y1	1	0	0	0	0
P30050	0	1	0	0	0
Q6Q788	0	0	0	1	0
O75554	0	0	0	1	0
Q8IV63	0	0	0	1	0
Q9H4M3	1	0	0	0	0
Q9NZJ6	0	0	0	1	0
P50993	0	1	0	0	0
Q8IY92	0	0	0	1	0
P54252	0	0	1	1	1
O15240	0	0	0	1	0
O15457	0	0	0	1	0
P21912	0	0	1	1	0
Q9BTA9	0	0	0	1	0
P22061	0	1	0	0	0
Q9NRV9	0	1	0	0	0
P78543	0	1	0	0	0
A1Z1Q3	0	0	0	1	0
O15072	0	1	0	0	0
Q14978	0	0	0	1	0
Q9UF33	0	0	0	1	0
Q969K3	0	0	0	1	0
P08686	0	0	0	0	1
Q08378	0	0	0	1	0
Q9HCG8	0	0	0	1	0
P46734	0	0	0	1	0
Q15527	0	0	0	1	0
Q10713	0	0	1	1	0
P61764	0	1	0	1	0
Q9BQB6	0	0	0	0	1
Q13796	0	1	0	0	0
P08263	0	1	0	0	0
Q9UK97	1	0	0	0	0
Q96DR8	0	0	0	1	0
O43280	0	1	0	0	0
P38117	0	0	0	1	0
Q16181	0	1	0	0	0
O15315	0	0	0	1	0
Q96IF1	0	0	0	1	0
Q9UBF1	0	0	0	1	0
P26367	0	0	0	1	0
P05787	0	1	0	0	0
P09132	0	0	0	1	0
O00401	0	1	0	0	0
Q9NXH9	0	0	0	1	0
P20933	0	0	0	1	0
Q8NEU8	0	1	0	0	0
Q9UEE5	0	0	0	1	0
Q9NYV4	1	0	0	1	0
Q96EZ8	1	0	0	1	0
O75056	0	0	0	1	0
Q96AC1	0	0	0	1	0
O95837	0	1	0	0	0
Q9NXV2	1	0	0	0	0
O60437	0	1	0	0	0
Q96FZ7	0	1	0	0	0
P61244	1	0	0	1	0
Q92949	0	0	0	1	0
Q92859	0	0	0	1	0
P52292	0	0	0	1	0
P63165	0	0	0	1	0
P43246	0	0	0	1	0
P21580	0	1	0	0	0
Q9Y6B7	0	0	0	1	0
Q96BD5	0	0	0	1	0
Q9BYE7	1	0	0	1	0
Q9GZZ1	1	1	0	0	0
P55957	0	0	1	0	0
Q9BTL4	0	0	0	1	0
P31939	0	1	0	0	0
Q96P44	0	0	0	1	0
Q9H0D6	0	0	0	1	0
Q9HC52	1	0	0	1	0
P39060	0	1	0	1	0
Q8N567	0	0	0	1	0
Q9BVS5	1	0	0	1	0
Q01082	0	1	0	1	0
Q8NEM0	0	0	0	1	0
Q07820	0	0	1	0	0
P02458	0	0	0	1	0
Q2TAZ0	0	0	0	1	0
Q15233	0	0	0	1	0
Q8WUX9	0	0	0	1	0
O43768	0	0	0	1	0
Q96A83	0	0	0	1	0
Q00796	0	1	0	0	0
O15198	0	0	0	1	0
P03950	0	0	0	1	0
Q9Y5M8	0	0	0	0	1
O75604	0	0	0	1	0
P05141	0	0	1	1	0
P21266	0	1	0	0	0
Q8IW41	0	0	0	1	0
Q99593	0	0	0	1	0
Q15561	0	0	0	1	0
Q96I99	0	0	0	1	0
Q9NR45	0	1	0	0	0
P43354	0	0	0	1	0
P46977	1	0	0	0	1
O60568	0	1	0	0	1
Q96AG3	0	0	1	0	0
O60759	0	0	0	1	0
Q9UL40	0	0	0	1	0
Q9NXV6	0	0	0	1	0
O94776	0	0	0	1	0
P06731	0	1	0	0	0
P54108	0	0	0	1	0
Q07869	0	0	0	1	0
Q99714	0	0	0	1	0
O15350	0	0	0	1	0
P49917	0	0	0	1	0
P04114	0	1	0	1	1
Q9H9L7	0	0	0	1	0
