Protein_Id	GO:0031981	GO:0000228	GO:0070062	GO:0015630	GO:0005768
Q9BV86	1	0	0	0	0
Q13156	1	1	0	0	0
Q6PI77	1	0	1	0	0
O43684	1	0	0	0	0
Q8NHV4	1	0	0	1	0
O94972	1	0	0	0	0
Q13485	1	1	0	1	0
O75935	1	0	0	1	0
Q9Y3A4	1	0	0	0	0
Q9UGP4	1	0	0	0	0
Q49AN0	1	0	0	0	0
P68371	0	0	1	1	0
Q92988	1	1	0	0	0
Q96MY7	0	0	0	1	0
P34896	1	0	1	0	0
P06239	0	0	1	1	0
Q99811	1	1	0	0	0
P28698	1	0	0	0	0
P23470	0	0	1	0	0
P50135	1	0	1	1	0
P22674	0	0	0	1	0
Q5T7V8	1	0	0	0	0
Q9UP65	1	0	0	0	0
Q9BYV6	0	0	0	1	0
Q8N720	1	0	0	0	0
Q9Y6W6	1	0	0	0	0
Q9BW71	1	0	0	0	0
P04792	0	0	1	0	0
Q01851	1	1	0	0	0
P28328	1	0	0	0	0
A0MZ66	0	0	0	1	0
Q5TC79	1	1	0	0	0
Q7Z4H7	1	0	0	1	0
Q8NDV3	1	0	0	0	0
P06401	1	1	0	0	0
Q6UXI9	0	0	1	0	0
O95453	1	0	0	0	0
P17861	1	0	0	0	0
Q9P1Z9	0	0	1	0	0
Q93009	1	0	0	0	0
O75832	1	0	0	0	0
P78345	1	0	0	0	0
P51531	1	1	0	0	0
O75525	1	0	0	0	0
Q9NZ32	0	0	0	1	0
Q00577	1	1	0	0	0
Q14191	1	0	0	1	0
Q9Y2W1	1	0	1	0	0
P50458	1	1	0	0	0
P07737	0	0	1	0	0
P17706	1	0	0	0	0
P35247	0	0	0	0	1
Q9NX55	1	0	0	1	0
Q15291	1	0	0	0	0
Q8TAA3	0	0	1	0	0
O95562	0	0	1	0	0
Q13501	1	0	1	0	0
Q96HI0	1	0	0	0	0
P42702	0	0	1	0	0
Q9UQ26	0	0	1	0	0
O15353	1	1	0	0	0
Q13882	1	0	0	0	0
Q9Y297	1	0	0	0	0
Q9BWD1	1	0	1	0	0
P30041	0	0	1	0	0
P78371	0	0	1	1	0
Q9Y4G8	0	0	0	0	1
Q9HBA0	0	0	0	1	0
Q9UPU9	1	0	0	0	0
Q8WTX9	0	0	1	0	0
O43318	1	0	0	0	1
O60664	0	0	0	0	1
Q96QZ7	1	0	0	0	0
Q8TBX8	0	0	1	0	0
Q8IVL0	0	0	0	1	0
Q92570	1	1	0	0	0
Q99697	1	1	0	0	0
Q9BRK0	0	0	0	1	0
Q6ZTW0	0	0	0	1	0
O75487	0	0	1	0	0
Q70EL4	1	0	0	0	0
Q9UBP0	1	0	1	1	1
P48556	1	0	0	0	0
Q96RK0	1	1	0	0	0
Q8IXJ6	1	1	0	1	0
Q92997	1	1	0	0	0
P16150	0	0	1	0	0
Q99527	0	0	0	0	1
Q9Y3P9	0	0	0	1	0
Q96NL6	0	0	0	1	0
Q8TC84	1	0	0	1	0
Q15018	0	0	0	1	0
O15524	1	0	0	0	0
Q92542	0	0	1	0	1
Q92552	1	0	0	0	0
P11678	0	0	1	0	0
Q9NXF1	1	0	0	0	0
P35443	0	0	1	0	0
P46940	0	0	1	1	0
O94766	0	0	1	0	0
P25788	1	0	1	0	0
Q9UJQ4	1	0	0	0	0
Q92834	0	0	0	1	0
O75586	1	0	0	0	0
Q9UJX2	1	0	0	0	0
Q92562	0	0	0	0	1
Q14344	0	0	1	0	0
Q15075	0	0	1	0	1
Q99623	1	0	0	0	0
Q9BR77	0	0	0	1	0
Q8TAF3	1	0	0	0	0
Q9BXF6	0	0	0	1	1
P40855	1	0	0	0	0
Q9UEF7	0	0	1	0	0
Q7Z6B0	1	0	0	0	0
O00533	0	0	1	0	0
Q96MF2	1	0	0	0	0
Q96PZ2	1	0	0	0	0
Q12929	0	0	1	0	0
Q15843	1	0	1	0	0
Q07864	1	1	0	0	0
P57075	1	0	1	0	0
P0DP23	1	0	0	1	0
O75362	1	0	0	0	0
Q05923	1	0	0	0	0
Q9H305	0	0	0	0	1
Q9Y6Y9	0	0	0	0	1
P21217	0	0	1	0	0
Q8WUA4	1	0	0	0	0
Q15907	0	0	1	0	1
Q86XK3	1	1	0	0	0
P10636	1	0	0	1	0
Q5TAX3	1	0	1	0	0
P49281	0	0	0	0	1
Q9NZM4	1	1	0	0	0
Q8IYT4	0	0	0	1	0
Q9BRS2	1	0	0	0	0
Q96MM3	1	1	0	0	0
Q9NX58	1	0	0	0	0
O43524	1	1	0	0	0
Q16828	1	0	0	0	0
Q9Y4R8	1	1	0	0	0
P05543	0	0	1	0	0
P49961	0	0	1	0	0
Q53F39	1	0	0	0	0
O75717	1	1	0	0	0
P17844	1	0	1	0	0
Q6PI98	1	1	0	0	0
P13987	0	0	1	0	0
Q15759	1	0	0	0	0
Q6ZN30	1	0	0	0	0
P81605	0	0	1	0	0
Q7LBE3	0	0	1	0	0
P11388	1	1	0	1	0
Q9NRX1	1	0	0	0	0
O75317	1	0	0	0	0
O43865	0	0	1	0	0
P30530	0	0	1	0	0
Q8N2U0	0	0	1	0	0
Q9NSB2	0	0	1	0	0
Q12972	1	0	0	0	0
Q3KQU3	0	0	0	1	0
P35613	0	0	1	0	0
Q56A73	1	0	0	0	0
P02790	0	0	1	0	0
Q9UNP9	1	0	0	0	0
Q14692	1	0	0	0	0
Q92626	0	0	1	0	0
Q9UJY1	1	0	0	0	0
Q9Y2Q5	0	0	0	0	1
P35713	1	1	0	0	0
O15460	1	0	0	0	0
Q0VG99	1	1	0	0	0
Q9UBE8	1	0	0	0	0
P40189	0	0	1	0	0
Q92664	1	0	0	0	0
Q9BRR0	1	0	0	0	0
Q659A1	1	0	0	0	0
Q9NX95	0	0	0	1	0
P35270	1	0	1	0	0
Q6ZTZ1	1	0	0	0	0
O43861	0	0	0	0	1
P18510	0	0	1	0	0
P46109	1	0	0	0	0
Q6IQ23	1	0	1	1	0
Q8IW35	0	0	0	1	0
Q13487	1	0	0	0	0
O60493	0	0	1	0	1
P55263	1	0	0	0	0
Q01844	1	0	0	0	0
Q9NZH6	1	0	0	0	0
P21281	0	0	1	0	0
Q9P209	0	0	0	1	0
O15047	1	1	0	0	0
Q9H9B1	1	0	0	0	0
P43034	0	0	1	1	0
Q9P2R7	0	0	1	0	0
Q9UPN4	0	0	0	1	0
Q08AE8	1	0	0	0	0
Q03112	1	0	0	0	0
Q9BVS4	1	0	0	0	0
P10721	1	0	0	0	0
Q8WXX0	0	0	0	1	0
Q15906	1	0	0	0	0
Q96KP4	1	0	1	0	0
O60828	1	0	0	0	0
P55039	1	0	0	0	0
P56159	0	0	1	0	0
Q8N5J2	1	0	0	0	0
P51991	1	0	0	0	0
Q96GN5	1	0	0	0	0
Q8NBZ7	0	0	1	0	0
Q8NB49	0	0	0	0	1
Q8NDL9	0	0	0	1	0
P0DPB5	1	0	0	0	0
Q8IXJ9	1	1	0	0	0
Q9UIV8	1	0	1	0	0
P31785	0	0	0	0	1
Q9H4Y5	0	0	1	0	0
P61224	0	0	1	0	0
Q8IVL5	1	0	0	0	0
Q8NHP8	0	0	1	0	0
Q8ND90	1	0	0	0	0
Q9P2M4	1	0	0	0	1
Q8NA42	1	0	0	0	0
Q14149	1	0	0	0	0
Q5JST6	0	0	0	1	0
Q14765	1	1	0	0	0
Q9H9C1	0	0	0	0	1
Q9Y6F1	1	0	0	0	0
Q5VYK3	1	0	0	1	1
Q06546	1	1	0	0	0
Q9NP78	0	0	0	0	1
Q9UJU5	1	1	0	0	0
O94811	0	0	0	1	0
P15918	1	0	0	0	0
Q8IYA8	1	1	0	0	0
O00221	1	0	0	0	0
Q6XQN6	0	0	1	0	0
A1L190	1	1	0	0	0
Q13183	0	0	1	0	0
Q04725	1	0	0	0	0
Q14624	0	0	1	0	0
Q96IY1	1	0	0	0	0
P28358	1	1	0	0	0
Q07065	1	0	1	0	0
Q9BW30	0	0	0	1	0
P23769	1	0	0	0	0
Q9H4E5	0	0	1	0	0
Q13492	0	0	0	0	1
P43363	1	0	0	0	0
Q13835	1	0	0	0	0
P32418	1	0	0	0	0
P09327	0	0	1	0	0
Q15004	1	0	0	1	0
O14893	1	0	0	0	0
Q8NBI2	1	0	0	0	1
Q9BYV2	0	0	0	1	0
Q9BZG1	0	0	1	0	0
P10619	0	0	1	0	0
Q92817	0	0	1	0	0
P49685	0	0	0	0	1
Q99687	1	1	0	0	0
Q8TDQ0	1	0	0	0	0
Q8N8R7	1	0	0	0	0
Q9H255	0	0	0	0	1
Q9UGU0	1	0	0	0	0
Q9BXY0	1	0	0	0	0
Q6FI81	1	0	0	0	0
Q13769	1	1	0	0	0
O75800	0	0	0	1	0
Q9BZG8	1	0	0	0	0
P06727	0	0	1	0	1
Q96CS2	0	0	0	1	0
Q5JTC6	1	0	0	0	0
Q12768	1	0	0	0	1
O60260	1	0	0	0	0
Q86VM9	1	0	0	0	0
P55040	0	0	0	1	0
Q9BQ90	1	1	0	0	0
Q92800	1	0	0	0	0
Q6ZWJ1	0	0	1	0	0
Q96GY3	1	0	0	0	0
Q9NP79	1	0	1	0	0
P02679	0	0	1	0	0
P27540	1	1	0	0	0
P78424	1	1	0	0	0
Q03060	1	1	0	0	0
Q9UHQ9	0	0	1	0	0
P28074	1	0	1	1	0
Q9Y458	1	1	0	0	0
Q12874	1	0	0	0	0
P11279	0	0	1	0	1
O95251	1	1	0	0	0
P02750	0	0	1	0	0
Q13509	0	0	1	1	0
P37088	0	0	1	0	0
O76075	1	1	0	0	0
Q96EX3	0	0	0	1	0
P15104	0	0	1	0	0
P27708	1	0	1	0	0
Q5T8D3	1	0	0	0	0
Q9BY32	1	0	0	0	0
O15164	1	0	0	0	0
Q5H9F3	1	0	0	0	0
O14737	0	0	1	0	0
Q9P2H0	0	0	0	1	0
Q7Z417	1	0	0	0	0
Q8NFT6	1	1	0	0	0
P01009	0	0	1	0	0
Q8N139	1	0	0	0	0
O95409	1	0	0	0	0
Q16829	1	0	0	0	0
Q5VTD9	1	0	0	0	0
O43581	0	0	1	0	0
O43889	1	1	0	0	0
Q96C24	0	0	0	0	1
Q8WXB1	1	0	0	0	0
P02748	0	0	1	0	0
O95398	0	0	1	0	0
P47901	0	0	0	0	1
Q9Y5K5	1	1	0	0	0
Q5TA31	1	0	0	0	0
Q8IUD2	0	0	0	1	0
P05121	0	0	1	0	0
Q9NQR1	1	0	0	0	0
O43663	1	0	0	1	0
P23142	0	0	1	0	0
Q8NHY5	1	1	0	0	0
P26373	1	0	0	0	0
A0JNW5	0	0	0	0	1
P36871	0	0	1	0	0
P30043	1	0	1	0	0
P98082	1	0	0	0	0
Q8NE22	1	0	0	0	0
O15550	1	1	0	0	0
Q92617	1	0	0	0	0
Q12952	1	1	0	0	0
Q13510	0	0	1	0	1
P15291	0	0	1	0	0
Q86W54	1	0	0	0	0
Q96LT9	1	0	0	0	0
O43488	0	0	1	0	0
P50553	1	1	0	0	0
Q7Z6R9	1	1	0	0	0
Q15276	0	0	0	0	1
P20701	0	0	1	0	0
Q9NRG4	1	0	0	0	0
Q6PIF2	1	1	0	0	0
Q9NPD8	1	0	0	0	0
P49336	1	0	0	0	0
Q96R06	0	0	0	1	0
Q16772	0	0	1	0	0
Q9Y6V7	1	0	0	0	0
O14494	0	0	1	0	0
P20700	1	0	0	0	0
P23378	1	0	0	0	0
P31483	1	0	0	0	0
O75956	0	0	0	1	0
Q7Z406	0	0	1	0	0
P31146	0	0	1	0	0
Q96DT7	1	0	0	0	0
Q92925	1	1	0	0	0
P15153	0	0	1	0	0
Q12988	1	0	0	0	0
Q6PID8	1	0	0	0	0
Q16512	1	0	0	0	1
Q07817	0	0	0	1	0
P84085	0	0	1	0	0
Q9Y6W3	0	0	1	0	0
Q8NF64	1	1	0	0	0
P63092	0	0	1	0	0
Q96MK3	0	0	1	0	0
P54793	0	0	1	0	0
Q13761	1	1	0	0	0
Q9Y3E7	0	0	1	0	1
Q08379	0	0	0	1	0
P51798	1	0	0	0	0
Q92979	1	0	0	0	0
P20073	0	0	1	0	0
Q99698	0	0	0	1	0
Q92599	0	0	0	1	0
P38571	1	0	0	0	0
Q9Y4I1	0	0	1	0	1
Q9Y547	0	0	0	1	0
Q9NPC7	1	0	0	0	0
Q8WXU2	0	0	0	1	0
Q92630	1	0	0	0	0
O00468	0	0	1	0	0
O60244	1	0	0	0	0
Q96IY4	0	0	1	0	0
O00512	1	0	0	0	0
Q8N4V1	0	0	0	0	1
Q96P53	0	0	0	0	1
Q969P6	1	0	0	0	0
O95229	1	0	0	0	0
Q14008	1	0	0	1	0
P10242	1	0	0	0	0
P83436	1	0	0	0	0
Q9H5V7	1	0	0	0	0
Q5T0D9	0	0	1	0	0
Q99426	0	0	0	1	0
P42229	1	1	0	0	0
Q92797	1	0	0	0	0
Q9BZK7	1	0	0	1	0
O95995	0	0	0	1	0
Q99717	1	1	0	0	0
P21399	0	0	1	0	0
Q3KRA9	1	0	0	0	0
Q8WYP5	0	0	1	0	0
P15880	1	0	1	0	0
Q9UQE7	1	0	0	1	0
Q9NQB0	1	1	0	0	0
P49754	0	0	0	0	1
P80108	0	0	1	0	0
Q12905	1	0	0	0	0
Q16661	0	0	1	0	0
Q86YT5	1	0	0	0	0
Q6PJG6	1	0	0	0	0
O14757	1	1	0	1	0
P62280	1	0	1	0	0
Q7Z3Z0	0	0	1	0	0
Q9UBQ0	0	0	0	0	1
P07358	0	0	1	0	0
Q02880	1	0	0	0	0
P80723	1	0	1	0	0
P52597	1	0	0	0	0
Q9UDY2	1	0	0	0	0
Q8WVR3	0	0	0	1	0
Q13495	1	0	0	1	0
P02760	0	0	1	0	0
Q8WTV1	1	1	0	0	0
Q99608	1	0	0	0	0
P51674	0	0	1	0	0
Q8WU68	1	0	0	0	0
Q96B67	0	0	0	0	1
Q99959	1	0	0	0	0
Q9H0N0	0	0	0	1	0
P17483	1	1	0	1	0
P62508	1	1	0	0	0
Q99743	1	1	0	0	0
O14657	0	0	1	0	0
Q7Z5K2	1	0	0	0	0
Q969X1	0	0	1	0	1
Q96DU3	0	0	1	0	0
Q15172	0	0	0	1	0
P09067	1	1	0	0	0
O43301	0	0	1	0	0
P60033	0	0	1	0	0
Q8IYA7	1	1	0	0	0
Q6UW63	1	0	0	0	0
Q53HC0	1	0	0	1	0
Q53GT1	0	0	0	1	0
Q15542	1	1	0	0	0
Q96DB2	1	0	0	0	0
Q9ULC6	1	0	0	0	0
P09668	0	0	1	0	1
Q9BT88	0	0	0	0	1
P35558	0	0	1	0	0
P55036	1	0	0	0	0
P11802	1	0	0	0	0
O95999	0	0	0	1	0
P49842	1	0	0	0	0
P08631	1	0	0	0	0
Q8IZS7	0	0	0	1	0
Q13227	1	0	0	0	0
Q08209	1	0	0	0	0
P55769	1	0	0	0	0
P26583	1	1	0	0	0
Q8NEY1	0	0	0	1	0
Q9H175	1	1	0	0	0
O00571	1	0	1	0	0
P61326	1	0	0	0	0
P52945	1	1	0	0	0
O00232	1	0	1	0	0
P13612	0	0	1	0	0
Q96T51	1	0	0	0	1
O60282	0	0	0	1	0
Q13148	1	0	0	0	0
Q5XKP0	1	0	0	0	0
O60814	1	0	0	0	0
O00590	1	0	0	0	0
Q96AC6	0	0	0	1	0
P08236	0	0	1	0	0
P32519	1	1	0	0	0
Q14849	1	0	0	0	1
O94927	0	0	0	1	0
Q9UM11	1	0	0	0	0
Q13546	0	0	0	0	1
Q96EV8	0	0	0	1	0
Q9BZD4	1	1	0	0	0
Q6P582	1	0	0	1	0
Q16690	1	0	0	0	0
Q9BT25	0	0	0	1	0
Q8TD31	0	0	0	1	0
Q9UMX0	1	0	0	0	0
O75344	1	1	0	0	0
Q9NR34	0	0	1	0	0
Q99536	0	0	1	0	0
Q9BRG1	0	0	1	0	1
P28799	0	0	1	0	1
P11215	0	0	1	0	0
P48382	1	1	0	0	0
O60884	0	0	1	0	0
Q92858	1	1	0	0	0
Q99985	0	0	1	0	0
Q92621	1	0	0	0	0
P18887	1	1	0	0	0
Q9BUH6	1	0	0	0	0
Q15543	1	0	0	0	0
Q5VT25	0	0	1	0	0
Q9Y5Q3	1	1	0	0	0
Q8NAM6	1	1	0	0	0
Q6ZNH5	1	0	0	0	0
Q9ULG1	1	1	0	0	0
P20023	0	0	1	0	0
P14859	1	1	0	0	0
Q04695	0	0	1	0	0
Q96HQ2	1	0	0	0	0
Q8NBZ0	1	1	0	0	0
Q6UWT4	0	0	1	0	0
Q99661	0	0	0	1	0
P13866	0	0	1	0	0
O94782	1	0	0	0	0
Q92743	0	0	1	0	0
Q53TN4	0	0	1	0	0
Q9UMY4	0	0	0	0	1
Q7Z7M0	0	0	1	0	0
Q6UXY1	1	0	0	0	0
Q96EB6	1	1	0	0	0
Q9Y2D1	1	1	0	1	0
Q06124	1	0	0	0	0
Q96S59	0	0	0	1	0
O76064	1	0	0	0	0
P62906	0	0	1	0	0
Q9UBW7	1	0	0	0	0
Q8WUA2	1	0	0	0	0
O75398	1	1	0	0	0
Q96ST2	1	0	0	0	0
P48304	0	0	1	0	0
Q5T890	0	0	0	1	0
Q8IX21	1	0	0	0	0
P41970	1	1	0	0	0
Q5HYA8	0	0	0	1	0
Q70YC5	0	0	0	1	0
O75121	1	0	0	0	0
Q9BRD0	1	0	0	0	0
O60749	0	0	0	0	1
Q03933	1	1	0	0	0
P22492	1	1	0	0	0
P35232	1	0	1	0	1
Q2M1P5	0	0	0	1	0
P42025	0	0	1	1	0
Q562F6	1	0	0	0	0
Q92541	1	0	0	0	0
Q8NEM7	1	0	0	0	0
Q13630	0	0	1	0	0
O43255	1	0	0	0	0
P52272	1	0	1	0	0
Q12887	1	0	0	0	0
P13010	1	1	0	0	0
P09326	0	0	1	0	0
Q9Y3D0	1	0	0	1	0
P09012	1	0	0	0	0
Q9NWV8	1	0	0	0	0
P35410	1	0	0	0	0
O43504	0	0	0	0	1
Q9BWT3	1	0	0	0	0
P54577	1	0	0	0	0
Q5HYJ3	1	0	0	0	0
O43303	0	0	0	1	0
P27816	0	0	0	1	0
Q96CX3	1	0	0	0	0
O15381	1	0	0	0	0
Q15833	0	0	1	0	0
Q8IYX7	0	0	0	1	0
P04628	0	0	1	0	0
P51668	1	0	0	0	0
Q9C086	1	1	0	0	0
O75364	1	1	0	0	0
A8MVW5	1	0	0	1	0
Q86YD1	1	0	0	0	0
P41219	0	0	1	0	0
Q8TEX9	1	1	0	0	0
Q9NYX4	0	0	0	0	1
Q9BXS6	1	0	0	1	0
Q16520	1	1	0	0	0
Q92974	0	0	0	1	0
O15119	1	1	0	0	0
P63146	1	1	0	0	0
P49356	0	0	0	1	0
Q8N137	0	0	0	1	0
Q9Y570	1	0	0	0	0
Q9Y4K3	0	0	0	0	1
Q9NQW6	1	0	0	0	0
Q9HC62	1	0	0	0	0
Q9Y4K0	1	0	0	0	0
Q4VCS5	1	0	0	0	0
P30050	0	0	1	0	0
O75554	1	0	0	0	0
Q8IV63	1	0	0	0	0
Q8IY92	1	1	0	0	0
P54252	1	0	0	0	0
O15457	1	1	0	0	0
P21912	1	0	0	0	0
Q9BTA9	1	0	0	0	0
P22061	0	0	1	0	0
Q9NRV9	0	0	1	0	0
P78543	0	0	1	0	0
A1Z1Q3	1	0	0	0	0
O15072	0	0	1	0	0
Q15834	0	0	0	1	0
Q14978	1	0	0	0	0
Q9UF33	1	0	0	0	0
Q969K3	1	0	0	0	0
Q08378	1	0	0	0	0
P46734	1	0	0	0	0
Q9HCG8	1	0	0	0	0
Q15527	1	0	0	0	0
P61764	1	0	1	0	0
Q13796	0	0	1	0	0
O15315	1	0	0	0	0
P08263	0	0	1	0	0
O43280	0	0	1	0	0
Q16181	0	0	1	1	0
Q96IF1	1	0	0	0	0
P26367	1	1	0	0	0
Q9UBF1	1	0	0	0	0
P05787	0	0	1	0	0
P09132	1	0	0	0	0
O00401	0	0	1	0	0
Q9NXH9	1	0	0	0	0
Q9Y6U7	0	0	0	0	1
Q8NEU8	0	0	1	0	1
Q9UEE5	1	0	0	0	0
Q9NYV4	1	1	0	0	0
Q96EZ8	1	1	0	0	0
Q96AC1	1	0	0	0	0
O95837	0	0	1	0	0
O60437	0	0	1	0	0
Q96FZ7	0	0	1	0	1
Q92859	1	0	0	0	0
Q92949	1	1	0	0	0
P61244	1	1	0	0	0
P52292	1	0	0	0	0
P63165	1	0	0	0	0
P43246	1	1	0	0	0
Q5VTH9	0	0	0	1	0
P21580	0	0	1	0	0
Q9Y6B7	0	0	0	0	1
Q96BD5	1	0	0	0	0
Q9BYE7	1	0	0	0	0
Q9GZZ1	0	0	1	0	0
Q9BTL4	1	0	0	0	0
Q9H0D6	1	0	0	0	0
P31939	0	0	1	0	0
Q8IYX8	0	0	0	1	0
Q9HC52	1	1	0	0	0
P39060	0	0	1	0	0
Q8N567	1	0	0	0	0
Q01082	1	0	1	0	0
Q8NEM0	1	0	0	0	0
Q8TCE6	0	0	0	0	1
Q2TAZ0	1	0	0	0	0
Q15233	1	0	0	0	0
Q8WUX9	1	0	0	0	1
O43768	1	0	0	0	0
Q00796	0	0	1	0	0
Q5VU57	0	0	0	1	0
O15198	1	0	0	0	0
P03950	1	0	0	0	0
Q9Y5M8	0	0	0	1	0
O75604	1	0	0	0	0
P05141	0	0	0	1	0
P21266	0	0	1	0	0
Q8IW41	1	0	0	0	0
Q15561	1	1	0	0	0
Q99593	1	1	0	0	0
Q9NR45	0	0	1	0	0
P43354	1	1	0	0	0
O60568	0	0	1	0	0
P14091	0	0	0	0	1
O60759	1	0	0	0	0
Q8IYA6	0	0	0	1	0
Q9UL40	1	0	0	0	0
Q9NXV6	1	0	0	0	0
O94776	1	1	0	0	0
P06731	0	0	1	0	0
Q07869	1	1	0	0	0
O15350	1	1	0	0	0
P49917	1	1	0	0	0
P04114	0	0	1	0	1
Q9H9L7	1	0	0	0	0
Q12840	0	0	0	1	0
Q9BSJ2	1	0	0	1	0
Q9P2N6	1	0	0	0	0
Q9C0F1	0	0	0	1	0
O75575	1	0	0	0	0
Q16534	1	1	0	0	0
Q5TZA2	0	0	1	1	0
Q12959	0	0	1	1	0
Q92766	1	0	1	0	0
P18827	0	0	1	0	0
Q92748	1	0	0	0	0
Q16695	1	1	1	0	0
Q9Y2E5	0	0	1	0	0
O95835	0	0	0	1	0
Q9UHR5	1	0	0	0	0
Q9Y6X5	0	0	1	0	0
O95785	1	0	1	0	0
P68400	1	1	0	0	0
Q8NHQ9	1	0	0	0	0
P01112	1	0	0	0	0
Q14790	1	0	0	0	0
Q7RTR2	0	0	0	1	0
Q9BYW2	1	0	0	0	0
P61586	0	0	1	0	1
Q9UL18	1	0	0	0	0
Q9NRG0	1	1	0	0	0
Q9UKF6	1	0	0	0	0
Q8TB96	0	0	1	0	0
O14727	0	0	1	0	0
O94818	1	0	0	0	0
P54709	0	0	1	0	0
P24298	0	0	1	0	0
Q5JUK2	1	1	0	0	0
Q00987	1	0	0	0	0
Q7Z7A4	0	0	0	1	0
P55201	1	0	0	0	0
Q9H422	1	0	0	0	0
Q9BY77	1	0	0	0	0
Q9ULV4	0	0	0	0	1
P17342	0	0	1	0	0
Q15475	1	1	0	0	0
P18846	1	1	0	0	0
O14746	1	1	0	0	0
P53007	0	0	1	0	0
Q9HAW0	1	0	0	0	0
Q3KNV8	1	0	0	0	0
Q4LDG9	0	0	0	1	0
Q86YC2	1	0	0	0	0
Q12841	0	0	1	0	0
Q8TDN6	1	0	0	0	0
Q8TCN5	1	0	0	0	0
Q7Z699	1	0	0	0	0
Q03167	0	0	1	0	0
O14979	1	0	0	0	0
Q9NWZ8	1	0	0	0	0
Q05516	1	0	0	0	0
Q9H2G9	1	0	0	0	0
Q9NVM4	1	0	0	0	0
P35659	1	0	0	0	0
Q01094	1	1	0	1	0
P35998	1	0	0	0	0
Q9UK99	1	0	0	0	0
Q14872	1	0	0	0	0
Q9BT04	0	0	1	0	0
Q12805	0	0	1	0	0
O15296	0	0	1	0	0
Q9Y3C6	1	0	0	0	0
Q9BZJ0	1	0	0	0	0
Q92783	0	0	0	0	1
Q00597	1	0	0	0	0
P54710	0	0	1	0	0
Q9BYV8	0	0	0	1	0
O00560	1	0	1	0	0
Q15691	0	0	0	1	0
Q9NP71	1	1	0	0	0
P10589	1	0	0	0	0
P18850	1	1	0	0	0
Q99583	1	1	0	0	0
O75925	1	0	0	0	0
Q99726	0	0	0	0	1
Q9BUE0	1	0	0	0	0
Q8WYA1	1	1	0	0	0
Q9BVG8	0	0	1	1	0
Q969K4	1	0	0	0	0
Q9Y2G2	1	0	0	0	0
P02730	0	0	1	0	0
P23526	0	0	1	0	0
Q9UHD2	1	0	0	0	1
Q8N1B4	0	0	0	0	1
P50539	1	1	0	0	0
O43324	1	0	0	0	0
Q8TDD1	1	0	0	0	0
Q9HBG4	0	0	1	0	1
Q49AG3	1	1	0	0	0
P07998	0	0	1	0	0
P50549	1	1	0	0	0
P19544	1	0	0	0	0
Q13111	1	1	0	0	0
Q8WTV0	0	0	1	0	0
P05771	1	0	1	0	0
Q6N069	0	0	1	0	0
Q9NRX4	0	0	1	0	0
Q9BXP5	1	0	0	0	0
Q9UL03	1	0	0	0	0
Q9ULV3	1	0	0	0	0
P52435	1	0	0	0	0
Q96QK1	0	0	1	0	1
Q969H0	1	0	0	0	0
Q8NB37	0	0	1	0	0
P20585	1	0	0	0	0
Q9UHG0	1	0	0	1	0
P14324	1	0	0	0	0
Q9UMX2	1	0	0	0	0
Q86V15	1	0	0	0	0
Q15365	1	0	1	0	0
Q6ZSZ6	1	1	0	0	0
Q9UKT4	1	0	0	1	0
P19474	1	0	0	0	0
Q8N392	1	0	0	0	0
Q8IVB4	0	0	0	0	1
Q86XI2	1	0	0	0	0
Q12788	1	0	0	0	0
P24158	0	0	1	0	0
Q15643	1	0	0	0	0
Q9NRA1	0	0	1	0	0
Q7Z5L9	1	0	0	0	0
P25815	1	0	1	0	0
Q9Y277	0	0	1	0	0
Q71U36	0	0	1	1	1
O95347	1	1	1	0	0
Q8NEB9	0	0	0	0	1
Q9NQC1	1	0	1	0	0
P08048	1	0	0	0	0
O60293	1	0	0	0	0
Q8TDR0	0	0	0	1	0
P49427	1	0	0	0	0
Q9H1B7	1	0	0	0	0
Q8IWA5	0	0	1	0	0
Q86VE9	0	0	1	1	0
Q16769	0	0	1	0	0
Q9Y2I8	1	0	0	0	0
Q8TE76	1	0	0	0	0
P50570	0	0	1	1	0
A2RRH5	1	0	0	0	0
Q9UKG1	0	0	1	0	1
Q9UKV0	1	0	0	0	0
Q9BRU9	1	0	0	0	0
P43251	0	0	1	0	0
Q8IZL2	1	0	0	0	0
O75665	0	0	0	1	0
Q9H3F6	1	0	0	0	0
Q9UBL3	1	0	0	0	0
P62081	1	0	0	1	0
Q16254	1	1	0	0	0
O60291	0	0	1	0	1
Q9UHN6	0	0	1	0	0
Q15306	1	1	0	0	0
Q15185	1	0	0	0	0
Q15054	1	1	0	0	0
Q96SF7	1	1	0	0	0
Q9HCN4	1	0	0	0	0
Q99502	1	0	0	0	0
Q8IWE5	0	0	0	0	1
P51817	1	0	0	0	0
P28356	1	1	0	0	0
O43172	1	0	0	0	0
Q9UBD0	1	1	0	0	0
Q5FWF6	1	0	0	0	0
Q9NUM4	0	0	0	0	1
O00629	1	0	0	0	0
O95104	1	0	0	0	0
Q8WWI5	1	0	1	0	0
P17927	0	0	1	0	0
P22670	1	1	0	0	0
O95400	1	0	0	0	0
O00469	0	0	1	0	0
Q6ZMI0	0	0	0	0	1
Q04741	1	1	0	0	0
Q13291	0	0	1	0	0
Q86SF2	0	0	1	0	0
Q6UXG2	0	0	1	0	1
Q96QR8	1	1	0	0	0
Q96AH0	1	1	0	0	0
Q6ZNB6	1	1	0	0	0
Q06265	1	1	1	0	0
