target_id	length	eff_length	est_counts	tpm
lcl|CP014584.1_mrna_1253	870	612.688	7796	204.828
lcl|CP014584.1_mrna_1254	755	497.71	5678	183.643
lcl|CP014584.1_mrna_1255	893	635.682	2409	61.0032
lcl|CP014584.1_mrna_1256	586	328.814	57.8043	2.82987
lcl|CP014584.1_mrna_1257	1127	869.677	5060.2	93.6624
lcl|CP014584.1_mrna_1258	869	611.688	582.424	15.3273
lcl|CP014584.1_mrna_1259	1679	1421.68	4826.58	54.6505
lcl|CP014584.1_mrna_1260	513	255.971	930	58.4855
lcl|CP014584.1_mrna_1261	850	592.693	1002.22	27.22
lcl|CP014584.1_mrna_1262	6332	6074.68	3848.78	10.199
lcl|CP014584.1_mrna_1263	1986	1728.68	1461.21	13.6068
lcl|CP014584.1_mrna_1264	1069	811.677	7662.79	151.971
lcl|CP014584.1_mrna_1265	2964	2706.68	3059	18.1928
lcl|CP014584.1_mrna_1266	1407	1149.68	1291	18.0762
lcl|CP014584.1_mrna_1267	1647	1389.68	3827	44.3303
lcl|CP014584.1_trna_1268	89	30.7661	0	0
lcl|CP014584.1_mrna_1269	1194	936.677	665	11.4285
lcl|CP014584.1_mrna_1270	651	393.769	5298	216.584
lcl|CP014584.1_mrna_1271	723	465.714	573	19.8057
lcl|CP014584.1_mrna_1272	432	175.949	2633	240.891
lcl|CP014584.1_mrna_1273	609	351.8	988	45.2082
lcl|CP014584.1_mrna_1274	1434	1176.68	3645	49.8651
lcl|CP014584.1_mrna_1275	969	711.677	15983	361.519
lcl|CP014584.1_mrna_1276	5751	5493.68	3069.41	8.9939
lcl|CP014584.1_mrna_1277	3203	2945.68	20152.6	110.129
lcl|CP014584.1_mrna_1278	1104	846.677	7228	137.422
lcl|CP014584.1_mrna_1279	594	336.808	3307	158.055
lcl|CP014584.1_mrna_1280	795	537.702	409	12.2444
lcl|CP014584.1_mrna_1281	2451	2193.68	2027	14.8743
lcl|CP014584.1_mrna_1282	844	586.693	694	19.0417
lcl|CP014584.1_mrna_1283	1068	810.677	1622	32.2077
lcl|CP014584.1_mrna_1284	1839	1581.68	1674.7	17.0441
lcl|CP014584.1_mrna_1285	759	501.71	680.3	21.8275
lcl|CP014584.1_mrna_1286	3386	3128.68	1716	8.82902
lcl|CP014584.1_mrna_1287	2436	2178.68	2362.17	17.4531
lcl|CP014584.1_mrna_1288	1188	930.677	494.834	8.55887
lcl|CP014584.1_mrna_1289	2638	2380.68	728.885	4.9285
lcl|CP014584.1_mrna_1290	1521	1263.68	662.115	8.43438
lcl|CP014584.1_mrna_1291	609	351.8	7678	351.325
lcl|CP014584.1_mrna_1292	1017	759.677	400	8.47592
lcl|CP014584.1_mrna_1293	3232	2974.68	3041	16.4563
lcl|CP014584.1_mrna_1294	1140	882.677	695	12.6747
lcl|CP014584.1_mrna_1295	907	649.677	12765.8	316.306
lcl|CP014584.1_mrna_1296	2708	2450.68	3169.14	20.8167
lcl|CP014584.1_mrna_1297	1639	1381.68	30917	360.203
lcl|CP014584.1_mrna_1298	3261	3003.68	9322	49.9588
lcl|CP014584.1_mrna_1299	1096	838.677	4768	91.5161
lcl|CP014584.1_mrna_1300	1417	1159.68	2165.29	30.0563
lcl|CP014584.1_mrna_1301	846	588.693	204.71	5.59766
lcl|CP014584.1_mrna_1302	966	708.677	708	16.082
lcl|CP014584.1_mrna_1303	1474	1216.68	1105	14.6199
lcl|CP014584.1_mrna_1304	1892	1634.68	13538	133.315
lcl|CP014584.1_mrna_1305	1883	1625.68	2611	25.8541
lcl|CP014584.1_mrna_1306	1002	744.677	2672	57.7597
lcl|CP014584.1_mrna_1307	390	136.154	1023	120.949
lcl|CP014584.1_mrna_1308	2245	1987.68	2010.14	16.2793
lcl|CP014584.1_mrna_1309	5144	4886.68	7316.86	24.1028
lcl|CP014584.1_mrna_1310	999	741.677	40260.2	873.81
lcl|CP014584.1_mrna_1311	1558	1300.68	15963	197.561
lcl|CP014584.1_mrna_1312	498	241.039	18897	1262.01
lcl|CP014584.1_mrna_1313	687	429.744	76541	2867.08
lcl|CP014584.1_mrna_1314	2430	2172.68	1959	14.5143
lcl|CP014584.1_mrna_1315	964	706.677	2091	47.6309
lcl|CP014584.1_mrna_1316	783	525.702	768	23.5168
lcl|CP014584.1_mrna_1317	1668	1410.68	1646	18.7827
lcl|CP014584.1_mrna_1318	1442	1184.68	496.166	6.74192
lcl|CP014584.1_mrna_1319	9664	9406.68	2550.83	4.36518
lcl|CP014584.1_mrna_1320	1184	926.677	400	6.94845
lcl|CP014584.1_trna_1321	72	26.8895	11.5	6.88449
lcl|CP014584.1_mrna_1322	477	220.182	184	13.4521
lcl|CP014584.1_rrna_1323	117	25.1609	16.4618	10.532
lcl|CP014584.1_mrna_1324	528	270.927	25833	1534.89
lcl|CP014584.1_mrna_1325	2181	1923.68	929	7.77391
lcl|CP014584.1_mrna_1326	1104	846.677	2022	38.4432
lcl|CP014584.1_mrna_1327	534	276.911	2117	123.065
lcl|CP014584.1_mrna_1328	1842	1584.68	3715	37.7376
lcl|CP014584.1_mrna_1329	1492	1234.68	3935	51.3036
lcl|CP014584.1_mrna_1330	4693	4435.68	2264	8.21623
lcl|CP014584.1_mrna_1331	1113	855.677	2147	40.3904
lcl|CP014584.1_mrna_1332	1281	1023.68	60706	954.607
lcl|CP014584.1_mrna_1333	1066	808.677	2490	49.5656
lcl|CP014584.1_mrna_1334	2236	1978.68	3163	25.7324
lcl|CP014584.1_mrna_1335	1620	1362.68	2779	32.8285
lcl|CP014584.1_mrna_1336	2086	1828.68	6017.28	52.9687
lcl|CP014584.1_mrna_1337	2427	2169.68	675.722	5.01336
lcl|CP014584.1_mrna_1338	977	719.677	5963	133.378
lcl|CP014584.1_mrna_1339	1233	975.677	1713	28.2623
lcl|CP014584.1_mrna_1340	552	294.873	0	0
lcl|CP014584.1_mrna_1341	1383	1125.68	6077	86.9023
lcl|CP014584.1_mrna_1342	734	476.71	24911	841.187
lcl|CP014584.1_mrna_1343	2283	2025.68	2410	19.1515
lcl|CP014584.1_mrna_1344	498	241.039	67633	4516.77
lcl|CP014584.1_mrna_1345	15186	14928.7	3450.37	3.72049
lcl|CP014584.1_mrna_1346	822	564.697	667.628	19.0316
lcl|CP014584.1_mrna_1347	2722	2464.68	4797	31.3304
lcl|CP014584.1_mrna_1348	1977	1719.68	5731	53.6463
lcl|CP014584.1_mrna_1349	1794	1536.68	1567	16.4151
lcl|CP014584.1_mrna_1350	799	541.702	98106	2915.35
lcl|CP014584.1_mrna_1351	972	714.677	430.219	9.69027
lcl|CP014584.1_mrna_1352	909	651.677	737.781	18.2243
lcl|CP014584.1_mrna_1353	2841	2583.68	14264	88.8708
lcl|CP014584.1_mrna_1354	954	696.677	12644.3	292.159
lcl|CP014584.1_mrna_1355	3707	3449.68	5040.69	23.5216
lcl|CP014584.1_mrna_1356	1215	957.677	966	16.2373
lcl|CP014584.1_mrna_1357	1224	966.677	692	11.5234
lcl|CP014584.1_mrna_1358	2552	2294.68	7858	55.1247
lcl|CP014584.1_mrna_1359	3432	3174.68	1802	9.13716
lcl|CP014584.1_mrna_1360	644	386.778	0	0
lcl|CP014584.1_mrna_1361	1358	1100.68	11465	167.676
lcl|CP014584.1_mrna_1362	573	315.83	1840	93.7822
lcl|CP014584.1_mrna_1363	690	432.737	2752	102.372
lcl|CP014584.1_mrna_1364	4784	4526.68	2428.43	8.63578
lcl|CP014584.1_mrna_1365	2067	1809.68	2217.57	19.7257
lcl|CP014584.1_mrna_1366	1275	1017.68	2264	35.8115
lcl|CP014584.1_mrna_1367	705	447.73	5148	185.088
lcl|CP014584.1_mrna_1368	927	669.677	1241	29.8306
lcl|CP014584.1_mrna_1369	2150	1892.68	766	6.51491
lcl|CP014584.1_mrna_1370	3979	3721.68	1512	6.53987
lcl|CP014584.1_mrna_1371	1262	1004.68	2293	36.7395
lcl|CP014584.1_mrna_1372	1130	872.677	2985	55.0614
lcl|CP014584.1_mrna_1373	891	633.682	114347	2904.75
lcl|CP014584.1_mrna_1374	792	534.702	6674	200.923
lcl|CP014584.1_mrna_1375	708	450.726	2787	99.5361
lcl|CP014584.1_mrna_1376	2856	2598.68	1624	10.0598
lcl|CP014584.1_mrna_1377	776	518.702	1585.46	49.2032
lcl|CP014584.1_mrna_1378	1587	1329.68	4369.54	52.8988
lcl|CP014584.1_mrna_1379	1663	1405.68	7723.95	88.4525
lcl|CP014584.1_mrna_1380	1530	1272.68	663.046	8.38651
lcl|CP014584.1_mrna_1381	1281	1023.68	2678	42.1118
lcl|CP014584.1_mrna_1382	1707	1449.68	3011	33.4346
lcl|CP014584.1_mrna_1383	1209	951.677	547	9.25239
lcl|CP014584.1_mrna_1384	1839	1581.68	3236.2	32.9362
lcl|CP014584.1_mrna_1385	1329	1071.68	2489.8	37.3987
lcl|CP014584.1_mrna_1386	942	684.677	946	22.2414
lcl|CP014584.1_mrna_1387	3166	2908.68	1581	8.74969
lcl|CP014584.1_mrna_1388	3449	3191.68	2868.68	14.4684
lcl|CP014584.1_mrna_1389	2022	1764.68	1771.32	16.158
lcl|CP014584.1_trna_1390	74	28.3247	4.25	2.41534
lcl|CP014584.1_mrna_1391	1725	1467.68	2348	25.7528
lcl|CP014584.1_mrna_1392	1700	1442.68	1068.33	11.9205
lcl|CP014584.1_mrna_1393	4489	4231.68	1428.67	5.43469
lcl|CP014584.1_mrna_1394	1218	960.677	1293	21.6659
lcl|CP014584.1_mrna_1395	321	79.4228	0	0
lcl|CP014584.1_mrna_1396	741	483.71	355	11.8141
lcl|CP014584.1_mrna_1397	819	561.697	537	15.3896
lcl|CP014584.1_mrna_1398	1754	1496.68	6393.43	68.7641
lcl|CP014584.1_mrna_1399	795	537.702	304.571	9.11809
lcl|CP014584.1_mrna_1400	1382	1124.68	4652.31	66.5881
lcl|CP014584.1_mrna_1401	2641	2383.68	3632.69	24.5322
lcl|CP014584.1_mrna_1402	3051	2793.68	4821	27.779
lcl|CP014584.1_mrna_1403	585	327.814	1916	94.0858
lcl|CP014584.1_mrna_1404	1032	774.677	3151.96	65.4961
lcl|CP014584.1_mrna_1405	1572	1314.68	728.044	8.91445
lcl|CP014584.1_mrna_1406	3860	3602.68	1532	6.84525
lcl|CP014584.1_mrna_1407	1134	876.677	2751	50.5135
lcl|CP014584.1_mrna_1408	1223	965.677	880	14.6692
lcl|CP014584.1_mrna_1409	894	636.682	582	14.7149
lcl|CP014584.1_mrna_1410	3059	2801.68	6242	35.8643
lcl|CP014584.1_mrna_1411	825	567.697	8743	247.913
lcl|CP014584.1_mrna_1412	1410	1152.68	45287	632.444
lcl|CP014584.1_trna_1413	73	27.6094	0	0
lcl|CP014584.1_trna_1414	73	27.6094	0	0
lcl|CP014584.1_mrna_1415	1893	1635.68	1641	16.1498
lcl|CP014584.1_mrna_1416	1114	856.677	324	6.08813
lcl|CP014584.1_trna_1417	73	27.6094	0.6	0.349825
lcl|CP014584.1_mrna_1418	1227	969.677	42033	697.781
lcl|CP014584.1_mrna_1419	3795	3537.68	9366	42.6179
lcl|CP014584.1_mrna_1420	885	627.688	1260	32.3134
lcl|CP014584.1_mrna_1421	1149	891.677	602	10.8679
lcl|CP014584.1_mrna_1422	1987	1729.68	5823.28	54.195
lcl|CP014584.1_mrna_1423	3513	3255.68	1811.72	8.95788
lcl|CP014584.1_mrna_1424	2136	1878.68	7274	62.3271
lcl|CP014584.1_mrna_1425	729	471.714	20142	687.352
lcl|CP014584.1_mrna_1426	924	666.677	4781	115.441
lcl|CP014584.1_mrna_1427	579	321.822	7937	397.006
lcl|CP014584.1_mrna_1428	1519	1261.68	106864	1363.45
lcl|CP014584.1_mrna_1429	2922	2664.68	3355	20.2677
lcl|CP014584.1_mrna_1430	1920	1662.68	3133	30.3325
lcl|CP014584.1_mrna_1431	681	423.755	5464	207.564
lcl|CP014584.1_mrna_1432	918	660.677	5612	136.737
lcl|CP014584.1_mrna_1433	1767	1509.68	604	6.44034
lcl|CP014584.1_mrna_1434	1461	1203.68	0	0
lcl|CP014584.1_mrna_1435	342	94.796	3221	546.961
lcl|CP014584.1_mrna_1436	1432	1174.68	34486	472.586
lcl|CP014584.1_mrna_1437	838	580.693	4479	124.163
lcl|CP014584.1_mrna_1438	744	486.71	20859	689.888
lcl|CP014584.1_mrna_1439	1440	1182.68	856	11.651
lcl|CP014584.1_mrna_1440	1958	1700.68	5392	51.0369
lcl|CP014584.1_mrna_1441	2168	1910.68	4179.33	35.2108
lcl|CP014584.1_mrna_1442	2080	1822.68	491.666	4.34227
lcl|CP014584.1_mrna_1443	366	114.59	606	85.1302
lcl|CP014584.1_mrna_1444	660	402.769	674	26.9377
lcl|CP014584.1_mrna_1445	2198	1940.68	613.347	5.08755
lcl|CP014584.1_mrna_1446	2151	1893.68	2080.65	17.6868
lcl|CP014584.1_mrna_1447	3727	3469.68	1263	5.85963
lcl|CP014584.1_mrna_1448	1157	899.677	355	6.35181
lcl|CP014584.1_mrna_1449	688	430.744	3994	149.26
lcl|CP014584.1_mrna_1450	3918	3660.68	6433.05	28.2886
lcl|CP014584.1_mrna_1451	1859	1601.68	2265.95	22.7736
lcl|CP014584.1_mrna_1452	855	597.693	3696.44	99.5546
lcl|CP014584.1_mrna_1453	2280	2022.68	937.565	7.46158
lcl|CP014584.1_mrna_1454	1619	1361.68	1628	19.2458
lcl|CP014584.1_mrna_1455	1230	972.677	25881	428.32
lcl|CP014584.1_mrna_1456	693	435.737	92	3.39875
lcl|CP014584.1_mrna_1457	1890	1632.68	939	9.25809
lcl|CP014584.1_mrna_1458	966	708.677	3549.85	80.634
lcl|CP014584.1_mrna_1459	3041	2783.68	7123.15	41.1916
lcl|CP014584.1_mrna_1460	1338	1080.68	10711	159.548
lcl|CP014584.1_mrna_1461	2299	2041.68	2978	23.4798
lcl|CP014584.1_mrna_1462	4276	4018.68	3071	12.3014
lcl|CP014584.1_mrna_1463	345	97.1711	1353	224.139
lcl|CP014584.1_mrna_1464	300	66.1743	27830	6769.86
lcl|CP014584.1_mrna_1465	1905	1647.68	20149	196.851
lcl|CP014584.1_mrna_1466	1226	968.677	226799	3768.93
lcl|CP014584.1_mrna_1467	1155	897.677	2290.17	41.0679
lcl|CP014584.1_mrna_1468	1871	1613.68	1946.83	19.4209
lcl|CP014584.1_mrna_1469	1038	780.677	1104	22.7643
lcl|CP014584.1_mrna_1470	1710	1452.68	3196	35.4155
lcl|CP014584.1_mrna_1471	687	429.744	616	23.0742
lcl|CP014584.1_mrna_1472	1767	1509.68	4085	43.5576
lcl|CP014584.1_mrna_1473	1413	1155.68	3387	47.1775
lcl|CP014584.1_mrna_1474	318	77.4345	0	0
lcl|CP014584.1_mrna_1475	2159	1901.68	3040	25.7331
lcl|CP014584.1_trna_1476	72	26.8895	1.33333	0.798201
lcl|CP014584.1_trna_1477	72	26.8895	1.33333	0.798201
lcl|CP014584.1_mrna_1478	435	178.867	558	50.218
lcl|CP014584.1_mrna_1479	1054	796.677	3681	74.3772
lcl|CP014584.1_mrna_1480	2889	2631.68	2831.16	17.3176
lcl|CP014584.1_mrna_1481	1108	850.677	4638.84	87.7811
lcl|CP014584.1_mrna_1482	1673	1415.68	6310	71.7499
lcl|CP014584.1_mrna_1483	527	269.927	230	13.7163
lcl|CP014584.1_mrna_1484	1225	967.677	6707	111.572
lcl|CP014584.1_mrna_1485	1567	1309.68	5847.51	71.8725
lcl|CP014584.1_mrna_1486	1939	1681.68	1520.49	14.5545
lcl|CP014584.1_mrna_1487	2458	2200.68	2088.97	15.2803
lcl|CP014584.1_mrna_1488	2915	2657.68	581.034	3.51929
lcl|CP014584.1_mrna_1489	1185	927.677	10354	179.667
lcl|CP014584.1_mrna_1490	4358	4100.68	24804	97.3693
lcl|CP014584.1_mrna_1491	1227	969.677	82	1.36127
lcl|CP014584.1_mrna_1492	1806	1548.68	2570	26.7133
lcl|CP014584.1_mrna_1493	1296	1038.68	43004	666.476
lcl|CP014584.1_mrna_1494	906	648.677	3277	81.3212
lcl|CP014584.1_mrna_1495	2067	1809.68	1616	14.3746
lcl|CP014584.1_mrna_1496	1689	1431.68	490	5.50944
lcl|CP014584.1_mrna_1497	858	600.693	3259	87.335
lcl|CP014584.1_mrna_1498	3829	3571.68	1749	7.88268
lcl|CP014584.1_mrna_1499	1124	866.677	980.481	18.2112
lcl|CP014584.1_mrna_1500	2553	2295.68	3694.52	25.9062
lcl|CP014584.1_mrna_1501	2517	2259.68	2170.87	15.4648
lcl|CP014584.1_mrna_1502	2027	1769.68	1015.13	9.23386
lcl|CP014584.1_mrna_1503	3212	2954.68	2968	16.17
lcl|CP014584.1_mrna_1504	2239	1981.68	2604.69	21.1582
lcl|CP014584.1_mrna_1505	2270	2012.68	751.309	6.00898
lcl|CP014584.1_mrna_1506	1368	1110.68	98.4688	1.42714
lcl|CP014584.1_mrna_1507	1745	1487.68	20688.5	223.86
lcl|CP014584.1_trna_1508	86	31.2395	3	1.54587
lcl|CP014584.1_mrna_1509	1764	1506.68	8564	91.4982
lcl|CP014584.1_mrna_1510	561	303.856	0	0
lcl|CP014584.1_mrna_1511	1828	1570.68	10035	102.846
lcl|CP014584.1_mrna_1512	1227	969.677	2457	40.7882
lcl|CP014584.1_mrna_1513	1439	1181.68	5130	69.8835
lcl|CP014584.1_mrna_1514	1722	1464.68	1066	11.7158
lcl|CP014584.1_mrna_1515	1417	1159.68	4507	62.5614
lcl|CP014584.1_mrna_1516	1740	1482.68	3187	34.6012
lcl|CP014584.1_mrna_1517	846	588.693	1133	30.9811
lcl|CP014584.1_mrna_1518	2489	2231.68	25647	184.996
lcl|CP014584.1_mrna_1519	1389	1131.68	2069	29.4303
lcl|CP014584.1_mrna_1520	2152	1894.68	2664	22.6337
lcl|CP014584.1_mrna_1521	747	489.71	413	13.5758
lcl|CP014584.1_mrna_1522	2226	1968.68	263	2.15049
lcl|CP014584.1_mrna_1523	3206	2948.68	1230.49	6.7175
lcl|CP014584.1_mrna_1524	1964	1706.68	1212.51	11.4364
lcl|CP014584.1_mrna_1525	1198	940.677	2454	41.9943
lcl|CP014584.1_mrna_1526	720	462.722	229	7.96657
lcl|CP014584.1_mrna_1527	2271	2013.68	2562	20.4807
lcl|CP014584.1_mrna_1528	1340	1082.68	1344	19.9828
lcl|CP014584.1_mrna_1529	1587	1329.68	6679	80.8577
lcl|CP014584.1_mrna_1530	717	459.722	3014	105.537
lcl|CP014584.1_mrna_1531	2363	2105.68	8023.18	61.3354
lcl|CP014584.1_mrna_1532	2949	2691.68	4179.82	24.9971
lcl|CP014584.1_mrna_1533	2399	2141.68	1990.68	14.9625
lcl|CP014584.1_mrna_1534	420	164.368	699.315	68.4874
lcl|CP014584.1_mrna_1535	1702	1444.68	3432	38.2413
lcl|CP014584.1_mrna_1536	1854	1596.68	1714	17.2802
lcl|CP014584.1_mrna_1537	342	94.796	0	0
lcl|CP014584.1_rrna_1538	117	25.1609	16.4618	10.532
lcl|CP014584.1_mrna_1539	5087	4829.68	2650	8.8325
lcl|CP014584.1_mrna_1540	6389	6131.68	45887	120.467
lcl|CP014584.1_mrna_1541	934	676.677	142	3.37803
lcl|CP014584.1_mrna_1542	1547	1289.68	10176.3	127.019
lcl|CP014584.1_mrna_1543	3388	3130.68	5295.65	27.2293
lcl|CP014584.1_mrna_1544	3095	2837.68	4929.79	27.9655
lcl|CP014584.1_mrna_1545	2729	2471.68	1245.21	8.10972
lcl|CP014584.1_mrna_1546	624	366.791	2295	100.721
lcl|CP014584.1_mrna_1547	783	525.702	6506	199.219
lcl|CP014584.1_mrna_1548	1797	1539.68	1375	14.3757
lcl|CP014584.1_mrna_1549	4204	3946.68	247441	1009.24
lcl|CP014584.1_mrna_1550	1344	1086.68	4329	64.1273
lcl|CP014584.1_mrna_1551	1286	1028.68	378	5.91519
lcl|CP014584.1_mrna_1552	1569	1311.68	1365	16.7518
lcl|CP014584.1_mrna_1553	3567	3309.68	7411	36.0452
lcl|CP014584.1_trna_1554	92	31.0994	5.5	2.84687
lcl|CP014584.1_mrna_1555	1833	1575.68	1310	13.3832
lcl|CP014584.1_mrna_1556	378	125.214	0	0
lcl|CP014584.1_trna_1557	92	31.0994	5.5	2.84687
lcl|CP014584.1_mrna_1558	1188	930.677	13494	233.398
lcl|CP014584.1_mrna_1559	884	626.688	1715	44.0523
lcl|CP014584.1_mrna_1560	582	324.819	364	18.0391
lcl|CP014584.1_mrna_1561	576	318.827	416	21.0036
lcl|CP014584.1_mrna_1562	615	357.797	405	18.2211
lcl|CP014584.1_mrna_1563	3336	3078.68	2525	13.2024
lcl|CP014584.1_mrna_1564	1758	1500.68	896	9.61118
lcl|CP014584.1_mrna_1565	2598	2340.68	3999	27.5021
lcl|CP014584.1_mrna_1566	1894	1636.68	1843.36	18.1302
lcl|CP014584.1_mrna_1567	2688	2430.68	1902.64	12.6004
lcl|CP014584.1_mrna_1568	822	564.697	186	5.30216
lcl|CP014584.1_mrna_1569	1390	1132.68	1936	27.5141
lcl|CP014584.1_mrna_1570	1170	912.677	793	13.9866
lcl|CP014584.1_mrna_1571	1422	1164.68	519	7.17328
lcl|CP014584.1_mrna_1572	708	450.726	354	12.6429
lcl|CP014584.1_mrna_1573	474	217.21	538	39.8712
lcl|CP014584.1_mrna_1574	1292	1034.68	3500	54.4527
lcl|CP014584.1_mrna_1575	708	450.726	1195	42.6787
lcl|CP014584.1_mrna_1576	936	678.677	1260	29.8857
lcl|CP014584.1_mrna_1577	459	202.387	82006	6522.57
lcl|CP014584.1_mrna_1578	2431	2173.68	1345	9.96055
lcl|CP014584.1_mrna_1579	2299	2041.68	374	2.94877
lcl|CP014584.1_mrna_1580	969	711.677	4405	99.6366
lcl|CP014584.1_mrna_1581	564	306.851	937	49.1551
lcl|CP014584.1_mrna_1582	1191	933.677	3408	58.7569
lcl|CP014584.1_mrna_1583	873	615.688	576	15.0598
lcl|CP014584.1_mrna_1584	645	387.778	2896	120.218
lcl|CP014584.1_mrna_1585	2112	1854.68	1700	14.7549
lcl|CP014584.1_mrna_1586	1074	816.677	1320	26.0183
lcl|CP014584.1_mrna_1587	1931	1673.68	3836	36.8946
lcl|CP014584.1_mrna_1588	1215	957.677	2603	43.7533
lcl|CP014584.1_mrna_1589	1152	894.677	3043	54.751
lcl|CP014584.1_mrna_1590	1537	1279.68	1730	21.7622
lcl|CP014584.1_mrna_1591	753	495.71	1003	32.5708
lcl|CP014584.1_mrna_1592	576	318.827	380	19.186
lcl|CP014584.1_mrna_1593	741	483.71	574	19.1022
lcl|CP014584.1_mrna_1594	2636	2378.68	442	2.99118
lcl|CP014584.1_mrna_1595	2203	1945.68	8047	66.5763
lcl|CP014584.1_mrna_1596	750	492.71	0	0
lcl|CP014584.1_mrna_1597	1395	1137.68	1540	21.79
lcl|CP014584.1_mrna_1598	1192	934.677	2255.63	38.8474
lcl|CP014584.1_mrna_1599	995	737.677	1057.37	23.0737
lcl|CP014584.1_mrna_1600	1690	1432.68	1151	12.9325
lcl|CP014584.1_mrna_1601	1587	1329.68	815.829	9.87664
lcl|CP014584.1_mrna_1602	4158	3900.68	16556.2	68.3244
lcl|CP014584.1_mrna_1603	1099	841.677	5408.94	103.448
lcl|CP014584.1_mrna_1604	1041	783.677	1131.06	23.2329
lcl|CP014584.1_mrna_1605	2159	1901.68	2105.76	17.825
lcl|CP014584.1_mrna_1606	3851	3593.68	3352.06	15.0151
lcl|CP014584.1_mrna_1607	1194	936.677	7487.17	128.672
lcl|CP014584.1_mrna_1608	2835	2577.68	2571	16.0557
lcl|CP014584.1_mrna_1609	1359	1101.68	522	7.62733
lcl|CP014584.1_mrna_1610	897	639.682	11423	287.456
lcl|CP014584.1_trna_1611	72	26.8895	18	10.7757
lcl|CP014584.1_mrna_1612	1047	789.677	51936	1058.71
lcl|CP014584.1_mrna_1613	849	591.693	845	22.9888
lcl|CP014584.1_mrna_1614	1608	1350.68	12492	148.88
lcl|CP014584.1_mrna_1615	1617	1359.68	19376	229.395
lcl|CP014584.1_mrna_1616	5755	5497.68	1242	3.63662
lcl|CP014584.1_mrna_1617	1614	1356.68	3204	38.0165
lcl|CP014584.1_mrna_1618	3210	2952.68	3274	17.8492
lcl|CP014584.1_trna_1619	72	26.8895	0.25	0.149663
lcl|CP014584.1_mrna_1620	1079	821.677	5012	98.1897
lcl|CP014584.1_mrna_1621	2115	1857.68	2150.41	18.634
lcl|CP014584.1_mrna_1622	1350	1092.68	4368.59	64.3585
lcl|CP014584.1_mrna_1623	363	112.042	50	7.18366
lcl|CP014584.1_mrna_1624	1314	1056.68	2539	38.6791
lcl|CP014584.1_mrna_1625	2616	2358.68	3511	23.9617
lcl|CP014584.1_mrna_1626	1983	1725.68	2978	27.7793
lcl|CP014584.1_mrna_1627	1416	1158.68	236	3.27873
lcl|CP014584.1_mrna_1628	1470	1212.68	7178	95.2828
lcl|CP014584.1_mrna_1629	1128	870.677	5061	93.5697
lcl|CP014584.1_mrna_1630	571	313.833	8340	427.784
lcl|CP014584.1_trna_1631	72	26.8895	1.33333	0.798201
lcl|CP014584.1_mrna_1632	816	558.697	2059	59.3247
lcl|CP014584.1_mrna_1633	1485	1227.68	1006	13.1908
lcl|CP014584.1_mrna_1634	1044	786.677	1146	23.4501
lcl|CP014584.1_mrna_1635	1713	1455.68	2081	23.0125
lcl|CP014584.1_mrna_1636	1029	771.677	1025.84	21.3993
lcl|CP014584.1_mrna_1637	1865	1607.68	3598.16	36.0278
lcl|CP014584.1_mrna_1638	1690	1432.68	2197.9	24.6954
lcl|CP014584.1_mrna_1639	499	242.025	717.097	47.6951
lcl|CP014584.1_mrna_1640	1587	1329.68	8434	102.104
lcl|CP014584.1_mrna_1641	1860	1602.68	587	5.89587
lcl|CP014584.1_mrna_1642	1043	785.677	1026	21.0213
lcl|CP014584.1_mrna_1643	639	381.781	361	15.2212
lcl|CP014584.1_mrna_1644	2380	2122.68	1459	11.0644
lcl|CP014584.1_mrna_1645	1149	891.677	2152	38.85
lcl|CP014584.1_mrna_1646	336	90.1633	1202	214.6
lcl|CP014584.1_trna_1647	72	26.8895	2	1.1973
lcl|CP014584.1_trna_1648	72	26.8895	3	1.79595
lcl|CP014584.1_mrna_1649	1101	843.677	8749	166.931
lcl|CP014584.1_mrna_1650	1587	1329.68	2267	27.4449
lcl|CP014584.1_mrna_1651	1567	1309.68	1527.09	18.7697
lcl|CP014584.1_mrna_1652	1169	911.677	681.909	12.0404
lcl|CP014584.1_mrna_1653	1143	885.677	1248	22.6827
lcl|CP014584.1_mrna_1654	1760	1502.68	22509	241.127
lcl|CP014584.1_mrna_1655	524	266.945	503	30.3321
lcl|CP014584.1_mrna_1656	1431	1173.68	1235.09	16.9397
lcl|CP014584.1_mrna_1657	1757	1499.68	4496.91	48.2695
lcl|CP014584.1_mrna_1658	1051	793.677	3748	76.0172
lcl|CP014584.1_mrna_1659	1939	1681.68	712.824	6.82332
lcl|CP014584.1_mrna_1660	2617	2359.68	1617.18	11.0322
lcl|CP014584.1_mrna_1661	4301	4043.68	5107	20.3304
lcl|CP014584.1_mrna_1662	2009	1751.68	1610	14.7954
lcl|CP014584.1_mrna_1663	4356	4098.68	1806	7.093
lcl|CP014584.1_mrna_1664	2196	1938.68	3903	32.4078
lcl|CP014584.1_mrna_1665	784	526.702	8037	245.632
lcl|CP014584.1_mrna_1666	507	249.986	965	62.1395
lcl|CP014584.1_mrna_1667	1023	765.677	1217	25.5859
lcl|CP014584.1_mrna_1668	372	119.852	86	11.5507
lcl|CP014584.1_mrna_1669	1344	1086.68	991	14.6801
lcl|CP014584.1_mrna_1670	1611	1353.68	3264	38.8142
lcl|CP014584.1_mrna_1671	2454	2196.68	6937	50.8349
lcl|CP014584.1_mrna_1672	462	205.338	64	5.01726
